10,49
190,100
22,88
200,121
136,283
123,122
110,14
128,18
259,162
52,53
135,258
104,70
245,169
145,209
130,120
7,62
42,248
179,84
257,267
120,201
298,117
277,153
128,256
107,195
18,166
106,255
253,88
290,96
195,300
246,89
154,260
68,23
258,86
40,72
194,147
272,132
207,299
169,275
250,116
232,280
249,126
35,156
55,39
40,240
126,46
180,122
289,289
189,29
6,154
235,110
41,158
99,286
224,158
234,169
241,248
22,131
129,152
76,184
3,205
143,86
202,167
193,82
298,193
1,208
250,163
70,177
220,245
108,189
209,250
20,97
286,200
46,59
275,22
271,288
255,164
55,71
83,173
204,52
56,162
65,113
126,282
205,229
266,42
45,142
41,49
219,134
101,264
291,166
99,145
164,286
74,107
159,24
18,100
290,63
69,163
171,229
15,144
96,293
222,256
20,95
199,60
192,111
107,250
252,106
52,148
104,283
13,298
265,215
68,21
268,125
60,142
188,204
95,25
147,272
178,108
148,130
42,183
99,276
8,84
273,175
55,67
279,215
278,48
21,276
57,238
174,82
171,46
8,42
148,187
282,72
213,170
133,95
176,162
59,55
264,31
222,209
74,220
169,82
205,281
139,24
96,22
278,244
163,281
196,69
18,29
219,125
254,45
210,78
172,130
194,147
52,236
250,45
212,212
185,192
153,10
2,22
133,179
91,161
290,204
155,284
81,266
200,138
271,260
101,249
253,157
